program;size_matrix;seed;nb_processus;nb_threads;time
gauss_normal;910;0;-1;-1;915.378
gauss_normal;920;0;-1;-1;1076.87
gauss_normal;930;0;-1;-1;1042.03
gauss_normal;940;0;-1;-1;1075.57
gauss_normal;950;0;-1;-1;1067.38
gauss_normal;960;0;-1;-1;1072.95
gauss_normal;970;0;-1;-1;1221.06
gauss_normal;980;0;-1;-1;1217.2
gauss_normal;990;0;-1;-1;1185.04
gauss_normal;1000;0;-1;-1;1291.67
gauss_mpi1;10;0;4;-1;2.765
gauss_mpi1;20;0;4;-1;11.91
gauss_mpi1;30;0;4;-1;16.458
gauss_mpi1;40;0;4;-1;26.832
gauss_mpi1;50;0;4;-1;38.63
gauss_mpi1;60;0;4;-1;55.033
gauss_mpi1;70;0;4;-1;78.811
gauss_mpi1;80;0;4;-1;103.808
gauss_mpi1;90;0;4;-1;123.429
gauss_mpi1;100;0;4;-1;149.326
gauss_mpi1;110;0;4;-1;179.597
gauss_mpi1;120;0;4;-1;218.512
gauss_mpi1;130;0;4;-1;243.564
gauss_mpi1;140;0;4;-1;283.955
gauss_mpi1;150;0;4;-1;324.203
gauss_mpi1;160;0;4;-1;378.703
gauss_mpi1;170;0;4;-1;413.254
gauss_mpi1;180;0;4;-1;463.17
gauss_mpi1;190;0;4;-1;511.751
gauss_mpi1;200;0;4;-1;559.293
gauss_mpi1;210;0;4;-1;651.461
gauss_mpi1;220;0;4;-1;716.782
gauss_mpi1;230;0;4;-1;770.936
gauss_mpi1;240;0;4;-1;815.731
gauss_mpi1;250;0;4;-1;892.456
gauss_mpi1;260;0;4;-1;1007.48
gauss_mpi1;270;0;4;-1;1045.44
gauss_mpi1;280;0;4;-1;1120.28
gauss_mpi1;290;0;4;-1;1242.42
gauss_mpi1;300;0;4;-1;1271.21
gauss_mpi1;310;0;4;-1;1367.11
gauss_mpi1;320;0;4;-1;1524.62
gauss_mpi1;330;0;4;-1;1602.08
gauss_mpi1;340;0;4;-1;1664.19
gauss_mpi1;350;0;4;-1;1808.07
gauss_mpi1;360;0;4;-1;1946.83
gauss_mpi1;370;0;4;-1;1996.94
gauss_mpi1;380;0;4;-1;2071.49
gauss_mpi1;390;0;4;-1;2290.05
gauss_mpi1;400;0;4;-1;2340.82
gauss_mpi1;410;0;4;-1;2529
gauss_mpi1;420;0;4;-1;2537.81
gauss_mpi1;430;0;4;-1;2685.58
gauss_mpi1;440;0;4;-1;2759.28
gauss_mpi1;450;0;4;-1;2939.03
gauss_mpi1;460;0;4;-1;3076.83
gauss_mpi1;470;0;4;-1;3157.92
gauss_mpi1;480;0;4;-1;3381.11
gauss_mpi1;490;0;4;-1;3403.37
gauss_mpi1;500;0;4;-1;3609.65
gauss_mpi1;510;0;4;-1;3738.04
gauss_mpi1;520;0;4;-1;6288.39
gauss_mpi1;530;0;4;-1;7151.97
gauss_mpi1;540;0;4;-1;7163.51
gauss_mpi1;550;0;4;-1;7512.66
gauss_mpi1;560;0;4;-1;7909.88
gauss_mpi1;570;0;4;-1;8149.22
gauss_mpi1;580;0;4;-1;8486.79
gauss_mpi1;590;0;4;-1;8838.27
gauss_mpi1;600;0;4;-1;9161.09
gauss_mpi1;610;0;4;-1;9435.72
gauss_mpi1;620;0;4;-1;9755.73
gauss_mpi1;630;0;4;-1;10261.9
gauss_mpi1;640;0;4;-1;10865
gauss_mpi1;650;0;4;-1;10927
gauss_mpi1;660;0;4;-1;11382.4
gauss_mpi1;670;0;4;-1;11270.7
gauss_mpi1;680;0;4;-1;11817.2
gauss_mpi1;690;0;4;-1;12305.5
gauss_mpi1;700;0;4;-1;12798.8
gauss_mpi1;710;0;4;-1;13130.3
gauss_mpi1;720;0;4;-1;12977.8
gauss_mpi1;730;0;4;-1;13912.3
gauss_mpi1;740;0;4;-1;14215.7
gauss_mpi1;750;0;4;-1;14701.9
gauss_mpi1;760;0;4;-1;14737.6
gauss_mpi1;770;0;4;-1;15555.4
gauss_mpi1;780;0;4;-1;15687.3
gauss_mpi1;790;0;4;-1;15787.6
gauss_mpi1;800;0;4;-1;16860.2
gauss_mpi1;810;0;4;-1;16687.2
gauss_mpi1;820;0;4;-1;16798.1
gauss_mpi1;830;0;4;-1;17856.4
gauss_mpi1;840;0;4;-1;17948.9
gauss_mpi1;850;0;4;-1;18796.6
gauss_mpi1;860;0;4;-1;19005.8
gauss_mpi1;870;0;4;-1;19548.3
gauss_mpi1;880;0;4;-1;20238.5
gauss_mpi1;890;0;4;-1;20353.8
gauss_mpi1;900;0;4;-1;20935.6
gauss_mpi1;910;0;4;-1;21482.4
gauss_mpi1;920;0;4;-1;22233
gauss_mpi1;930;0;4;-1;21918.4
gauss_mpi1;940;0;4;-1;22934.4
gauss_mpi1;950;0;4;-1;23533.4
gauss_mpi1;960;0;4;-1;23175.6
gauss_mpi1;970;0;4;-1;24631.8
gauss_mpi1;980;0;4;-1;25370.1
gauss_mpi1;990;0;4;-1;25148.9
gauss_mpi1;1000;0;4;-1;26267.6
gauss_pt1;10;0;-1;8;16.91
gauss_pt1;20;0;-1;8;73.53
gauss_pt1;30;0;-1;8;163.877
gauss_pt1;40;0;-1;8;300.06
gauss_pt1;50;0;-1;8;469.177
gauss_pt1;60;0;-1;8;668.983
gauss_pt1;70;0;-1;8;913.461
gauss_pt1;80;0;-1;8;1222.68
gauss_pt1;90;0;-1;8;1523.41
gauss_pt1;100;0;-1;8;1270.2
gauss_pt1;110;0;-1;8;1948.52
gauss_pt1;120;0;-1;8;2706.26
gauss_pt1;130;0;-1;8;2642.83
gauss_pt1;140;0;-1;8;3640.16
gauss_pt1;150;0;-1;8;4185.07
gauss_pt1;160;0;-1;8;4529.97
gauss_pt1;170;0;-1;8;5343.45
gauss_pt1;180;0;-1;8;5251.87
gauss_pt1;190;0;-1;8;4470.15
gauss_pt1;200;0;-1;8;6870.9
gauss_pt1;210;0;-1;8;7758.88
gauss_pt1;220;0;-1;8;9136.48
gauss_pt1;230;0;-1;8;9765.73
gauss_pt1;240;0;-1;8;8867.02
gauss_pt1;250;0;-1;8;10590.4
gauss_pt1;260;0;-1;8;12395.4
gauss_pt1;270;0;-1;8;10728
gauss_pt1;280;0;-1;8;10627.5
gauss_pt1;290;0;-1;8;14995
gauss_pt1;300;0;-1;8;13128.8
gauss_pt1;310;0;-1;8;17037.4
gauss_pt1;320;0;-1;8;18777.1
gauss_pt1;330;0;-1;8;15248.8
gauss_pt1;340;0;-1;8;19077.3
gauss_pt1;350;0;-1;8;222799
gauss_pt1;360;0;-1;8;22696
gauss_pt1;370;0;-1;8;25117.2
gauss_pt1;380;0;-1;8;23954.1
gauss_pt1;390;0;-1;8;27483.4
gauss_pt1;400;0;-1;8;24096.2
gauss_pt1;410;0;-1;8;27316.3
gauss_pt1;420;0;-1;8;29216.2
gauss_pt1;430;0;-1;8;27961.4
gauss_pt1;440;0;-1;8;28139.1
gauss_pt1;450;0;-1;8;31197.2
gauss_pt1;460;0;-1;8;36183.9
gauss_pt1;470;0;-1;8;32775.6
gauss_pt1;480;0;-1;8;41823.6
gauss_pt1;490;0;-1;8;44855.1
gauss_pt1;500;0;-1;8;42820.2
gauss_pt1;510;0;-1;8;43408
gauss_pt1;520;0;-1;8;45402.2
gauss_pt1;530;0;-1;8;47529.1
gauss_pt1;540;0;-1;8;51370.1
gauss_pt1;550;0;-1;8;48461.7
gauss_pt1;560;0;-1;8;52734.9
gauss_pt1;570;0;-1;8;53191.4
gauss_pt1;580;0;-1;8;57896.7
gauss_pt1;590;0;-1;8;53737.7
gauss_pt1;600;0;-1;8;57495.3
gauss_pt1;610;0;-1;8;60226.6
gauss_pt1;620;0;-1;8;67491
gauss_pt1;630;0;-1;8;71347.1
gauss_pt1;640;0;-1;8;67220.8
gauss_pt1;650;0;-1;8;69945.6
gauss_pt1;660;0;-1;8;67324.4
gauss_pt2;10;0;-1;8;3.575
gauss_pt2;20;0;-1;8;7.069
gauss_pt2;30;0;-1;8;10.462
gauss_pt2;40;0;-1;8;377.465
gauss_pt2;50;0;-1;8;17.783
gauss_pt2;60;0;-1;8;21.022
gauss_pt2;70;0;-1;8;24.898
gauss_pt2;80;0;-1;8;28.52
gauss_pt2;90;0;-1;8;30.056
gauss_pt2;100;0;-1;8;35.341
gauss_pt2;110;0;-1;8;38.528
gauss_pt2;120;0;-1;8;42.819
gauss_pt2;130;0;-1;8;46.18
gauss_pt2;140;0;-1;8;48.66
gauss_pt2;150;0;-1;8;51.255
gauss_pt2;160;0;-1;8;56.134
gauss_pt2;170;0;-1;8;61.648
gauss_pt2;180;0;-1;8;62.405
gauss_pt2;190;0;-1;8;71.54
gauss_pt2;200;0;-1;8;69.592
gauss_pt2;210;0;-1;8;79.536
gauss_pt2;220;0;-1;8;79
gauss_pt2;230;0;-1;8;83.413
gauss_pt2;240;0;-1;8;94.142
gauss_pt2;250;0;-1;8;97.787
gauss_pt2;260;0;-1;8;95.62
gauss_pt2;270;0;-1;8;100.223
gauss_pt2;280;0;-1;8;105.028
gauss_pt2;290;0;-1;8;111.056
gauss_pt2;300;0;-1;8;105.512
gauss_pt2;310;0;-1;8;115.971
gauss_pt2;320;0;-1;8;114.118
gauss_pt2;330;0;-1;8;131.422
gauss_pt2;340;0;-1;8;135.695
gauss_pt2;350;0;-1;8;145.16
gauss_pt2;360;0;-1;8;150.442
gauss_pt2;370;0;-1;8;150.217
gauss_pt2;380;0;-1;8;150.29
gauss_pt2;390;0;-1;8;156.588
gauss_pt2;400;0;-1;8;172.335
gauss_pt2;410;0;-1;8;190.988
gauss_pt2;420;0;-1;8;196.184
gauss_pt2;430;0;-1;8;205.343
gauss_pt2;440;0;-1;8;231.335
gauss_pt2;450;0;-1;8;227.425
gauss_pt2;460;0;-1;8;198.51
gauss_pt2;470;0;-1;8;255.336
gauss_pt2;480;0;-1;8;257.409
gauss_pt2;490;0;-1;8;265.678
gauss_pt2;500;0;-1;8;276.054
gauss_pt2;510;0;-1;8;284.258
gauss_pt2;520;0;-1;8;218.842
gauss_pt2;530;0;-1;8;299.545
gauss_pt2;540;0;-1;8;297.87
gauss_pt2;550;0;-1;8;324.66
gauss_pt2;560;0;-1;8;313.147
gauss_pt2;570;0;-1;8;228.43
gauss_pt2;580;0;-1;8;371.294
gauss_pt2;590;0;-1;8;370.985
gauss_pt2;600;0;-1;8;387.142
gauss_pt2;610;0;-1;8;403.404
gauss_pt2;620;0;-1;8;307.65
gauss_pt2;630;0;-1;8;403.479
gauss_pt2;640;0;-1;8;323.689
gauss_pt2;650;0;-1;8;388.11
gauss_pt2;660;0;-1;8;440.53
gauss_pt2;670;0;-1;8;441.733
gauss_pt2;680;0;-1;8;522.799
gauss_pt2;690;0;-1;8;527.012
gauss_pt2;700;0;-1;8;501.477
gauss_pt2;710;0;-1;8;559.192
gauss_pt2;720;0;-1;8;589.645
gauss_pt2;730;0;-1;8;620.409
gauss_pt2;740;0;-1;8;629.847
gauss_pt2;750;0;-1;8;641.421
gauss_pt2;760;0;-1;8;607.289
gauss_pt2;770;0;-1;8;662.228
gauss_pt2;780;0;-1;8;662.713
gauss_pt2;790;0;-1;8;725.291
gauss_pt2;800;0;-1;8;759.38
gauss_pt2;810;0;-1;8;787.258
gauss_pt2;820;0;-1;8;635.698
gauss_pt2;830;0;-1;8;814.786
gauss_pt2;840;0;-1;8;773.403
gauss_pt2;850;0;-1;8;864.068
gauss_pt2;860;0;-1;8;846.588
gauss_pt2;870;0;-1;8;913.325
gauss_pt2;880;0;-1;8;937.895
gauss_pt2;890;0;-1;8;913.621
gauss_pt2;900;0;-1;8;824.911
gauss_pt2;910;0;-1;8;953.436
gauss_pt2;920;0;-1;8;1019.68
gauss_pt2;930;0;-1;8;1081.88
gauss_pt2;940;0;-1;8;1097.69
gauss_pt2;950;0;-1;8;887.214
gauss_pt2;960;0;-1;8;1086.63
gauss_pt2;970;0;-1;8;736.836
gauss_pt2;980;0;-1;8;1113.06
gauss_pt2;990;0;-1;8;1229.64
gauss_pt2;1000;0;-1;8;1143.32
gauss_pt3;10;0;-1;8;1.051
gauss_pt3;20;0;-1;8;1.923
gauss_pt3;30;0;-1;8;2.767
gauss_pt3;40;0;-1;8;3.457
gauss_pt3;50;0;-1;8;4.477
gauss_pt3;60;0;-1;8;5.808
gauss_pt3;70;0;-1;8;7.511
gauss_pt3;80;0;-1;8;7.231
gauss_pt3;90;0;-1;8;9.641
gauss_pt3;100;0;-1;8;12.644
gauss_pt3;110;0;-1;8;9.822
gauss_pt3;120;0;-1;8;9.869
gauss_pt3;130;0;-1;8;12.931
gauss_pt3;140;0;-1;8;13.883
gauss_pt3;150;0;-1;8;16.177
gauss_pt3;160;0;-1;8;21.395
gauss_pt3;170;0;-1;8;18.222
gauss_pt3;180;0;-1;8;23.677
gauss_pt3;190;0;-1;8;22.818
gauss_pt3;200;0;-1;8;27.3
gauss_pt3;210;0;-1;8;31.781
gauss_pt3;220;0;-1;8;33.058
gauss_pt3;230;0;-1;8;39.755
gauss_pt3;240;0;-1;8;35.325
gauss_pt3;250;0;-1;8;42.714
gauss_pt3;260;0;-1;8;47.551
gauss_pt3;270;0;-1;8;46.399
gauss_pt3;280;0;-1;8;56.536
gauss_pt3;290;0;-1;8;52.048
gauss_pt3;300;0;-1;8;61.841
gauss_pt3;310;0;-1;8;61.022
gauss_pt3;320;0;-1;8;69.794
gauss_pt3;330;0;-1;8;74.33
gauss_pt3;340;0;-1;8;77.868
gauss_pt3;350;0;-1;8;87.9
gauss_pt3;360;0;-1;8;92.868
gauss_pt3;370;0;-1;8;96.763
gauss_pt3;380;0;-1;8;97.543
gauss_pt3;390;0;-1;8;108.265
gauss_pt3;400;0;-1;8;112.182
gauss_pt3;410;0;-1;8;124.074
gauss_pt3;420;0;-1;8;128.784
gauss_pt3;430;0;-1;8;126.008
gauss_pt3;440;0;-1;8;139.305
gauss_pt3;450;0;-1;8;154.178
gauss_pt3;460;0;-1;8;163.013
gauss_pt3;470;0;-1;8;179.826
gauss_pt3;480;0;-1;8;182.213
gauss_pt3;490;0;-1;8;185.04
gauss_pt3;500;0;-1;8;208.487
gauss_pt3;510;0;-1;8;203.366
gauss_pt3;520;0;-1;8;152.586
gauss_pt3;530;0;-1;8;187.059
gauss_pt3;540;0;-1;8;231.366
gauss_pt3;550;0;-1;8;250.866
gauss_pt3;560;0;-1;8;269.239
gauss_pt3;570;0;-1;8;278.512
gauss_pt3;580;0;-1;8;291.41
gauss_pt3;590;0;-1;8;296.99
gauss_pt3;600;0;-1;8;249.337
gauss_pt3;610;0;-1;8;315.849
gauss_pt3;620;0;-1;8;345.507
gauss_pt3;630;0;-1;8;284.708
gauss_pt3;640;0;-1;8;362.338
gauss_pt3;650;0;-1;8;336.146
gauss_pt3;660;0;-1;8;395.838
gauss_pt3;670;0;-1;8;289.899
gauss_pt3;680;0;-1;8;339.436
gauss_pt3;690;0;-1;8;312.692
gauss_pt3;700;0;-1;8;294.748
gauss_pt3;710;0;-1;8;273.065
gauss_pt3;720;0;-1;8;147.511
gauss_pt3;730;0;-1;8;175.911
gauss_pt3;740;0;-1;8;198.799
gauss_pt3;750;0;-1;8;195.106
gauss_pt3;760;0;-1;8;427.888
gauss_pt3;770;0;-1;8;166.091
gauss_pt3;780;0;-1;8;206.81
gauss_pt3;790;0;-1;8;276.544
gauss_pt3;800;0;-1;8;261.284
gauss_pt3;810;0;-1;8;436.771
gauss_pt3;820;0;-1;8;540.551
gauss_pt3;830;0;-1;8;561.492
gauss_pt3;840;0;-1;8;371.635
gauss_pt3;850;0;-1;8;653.975
gauss_pt3;860;0;-1;8;350.6
gauss_pt3;870;0;-1;8;638.734
gauss_pt3;880;0;-1;8;660.461
gauss_pt3;890;0;-1;8;614.063
gauss_pt3;900;0;-1;8;653.628
gauss_pt3;910;0;-1;8;343.454
gauss_pt3;920;0;-1;8;586.969
gauss_pt3;930;0;-1;8;635.759
gauss_pt3;940;0;-1;8;682.569
gauss_pt3;950;0;-1;8;748.104
gauss_pt3;960;0;-1;8;326.487
gauss_pt3;970;0;-1;8;559.321
gauss_pt3;980;0;-1;8;734.103
gauss_pt3;990;0;-1;8;839.624
gauss_pt3;1000;0;-1;8;471.613
